State,ACS_hispanic,ACS_non_hispanic_black,ACS_non_hispanic_other_without_two_or_more_races,ACS_non_hispanic_two_or_more_races,ACS_non_hispanic_white
Rhode Island,15.0,5.6,4.400000000000003,2.3,72.7
